index,year,month,week,Postal Code,sale
53472.0,2022,8,34,98206.0,1
53195.0,2022,8,32,98950.0,1
53025.0,2022,8,31,99330.0,1
53212.0,2022,8,32,99330.0,2
52814.0,2022,8,31,80925.0,1
52459.0,2022,7,29,17050.0,1
52339.0,2022,7,28,98283.0,1
52322.0,2022,7,28,98243.0,1
52229.0,2022,7,28,72205.0,1
52228.0,2022,7,28,28376.0,1
52022.0,2022,7,26,98538.0,1
51775.0,2022,6,26,1731.0,1
51628.0,2022,6,25,82801.0,1
51448.0,2022,6,23,99135.0,1
50623.0,2022,5,19,20003.0,1
50451.0,2022,5,18,21113.0,1
50265.0,2022,4,17,20105.0,1
50126.0,2022,4,16,80111.0,1
49922.0,2022,4,15,33040.0,1
49150.0,2022,3,11,36106.0,1
49124.0,2022,3,10,98832.0,1
52994.0,2022,8,31,98832.0,2
48959.0,2022,3,10,33547.0,1
48958.0,2022,3,10,1824.0,1
48427.0,2022,2,6,99030.0,1
47865.0,2022,1,3,98582.0,1
48591.0,2022,2,7,98582.0,2
47726.0,2022,1,3,20906.0,1
49760.0,2022,4,14,20906.0,2
47514.0,2022,1,1,98575.0,1
47376.0,2022,1,1,96349.0,1
47375.0,2022,1,1,22193.0,1
47359.0,2021,12,52,99119.0,1
47179.0,2021,12,51,98952.0,1
47043.0,2021,12,51,68130.0,1
46808.0,2021,12,49,98556.0,1
46664.0,2021,12,49,84129.0,1
46125.0,2021,11,46,30809.0,1
45915.0,2021,11,45,66027.0,1
45782.0,2021,11,44,94901.0,1
45591.0,2021,10,43,93001.0,1
52460.0,2022,7,29,93001.0,2
45454.0,2021,10,42,92585.0,1
50452.0,2022,5,18,92585.0,2
45453.0,2021,10,42,80501.0,1
45452.0,2021,10,42,60035.0,1
45451.0,2021,10,42,45243.0,1
45441.0,2021,10,41,99034.0,1
45114.0,2021,10,40,76566.0,1
45113.0,2021,10,40,76180.0,1
45100.0,2021,10,39,98647.0,1
44882.0,2021,9,39,22153.0,1
44869.0,2021,9,38,99138.0,1
46559.0,2021,11,48,99138.0,2
44710.0,2021,9,38,29404.0,1
44582.0,2021,9,37,6340.0,1
49648.0,2022,4,13,6340.0,2
44442.0,2021,9,36,60077.0,1
44441.0,2021,9,36,20854.0,1
44440.0,2021,9,36,20619.0,1
44314.0,2021,8,35,99345.0,1
43908.0,2021,8,33,93401.0,1
43748.0,2021,8,32,96813.0,1
43747.0,2021,8,32,94556.0,1
43733.0,2021,8,31,99147.0,1
43557.0,2021,8,31,66441.0,1
43556.0,2021,8,31,19034.0,1
43361.0,2021,7,30,94707.0,1
43151.0,2021,7,29,75068.0,1
43150.0,2021,7,29,23703.0,1
43124.0,2021,7,28,98844.0,1
52996.0,2022,8,31,98844.0,2
42961.0,2021,7,28,92675.0,1
42960.0,2021,7,28,27534.0,1
42959.0,2021,7,28,21224.0,1
42928.0,2021,7,27,98609.0,1
42805.0,2021,7,27,92620.0,1
42804.0,2021,7,27,81082.0,1
42658.0,2021,7,26,30013.0,1
42533.0,2021,6,26,2842.0,1
42336.0,2021,6,25,85138.0,1
42335.0,2021,6,25,54874.0,1
42334.0,2021,6,25,33327.0,1
42246.0,2021,6,24,98267.0,1
42163.0,2021,6,24,60613.0,1
42011.0,2021,6,23,20677.0,1
42008.0,2021,6,22,99347.0,1
41703.0,2021,5,21,42223.0,1
41701.0,2021,5,20,99356.0,1
42529.0,2021,6,25,99356.0,2
41691.0,2021,5,20,98845.0,1
49303.0,2022,3,11,98845.0,2
41675.0,2021,5,20,98610.0,1
43104.0,2021,7,28,98610.0,2
47006.0,2021,12,50,98610.0,3
47333.0,2021,12,52,98610.0,4
41633.0,2021,5,20,98357.0,1
47484.0,2022,1,1,98357.0,2
48904.0,2022,3,9,98357.0,3
41528.0,2021,5,20,94040.0,1
41527.0,2021,5,20,7094.0,1
41130.0,2021,5,17,61801.0,1
41118.0,2021,4,17,99033.0,1
51971.0,2022,6,26,99033.0,2
40960.0,2021,4,16,99322.0,1
40629.0,2021,4,15,92107.0,1
40628.0,2021,4,15,28311.0,1
40627.0,2021,4,15,20002.0,1
40608.0,2021,4,14,98941.0,1
41693.0,2021,5,20,98941.0,2
43130.0,2021,7,28,98941.0,3
43891.0,2021,8,32,98941.0,4
51095.0,2022,5,21,98941.0,5
40259.0,2021,3,13,92210.0,1
40122.0,2021,3,12,97132.0,1
40006.0,2021,3,11,21012.0,1
39988.0,2021,3,10,98621.0,1
39883.0,2021,3,10,94303.0,1
39832.0,2021,3,9,98314.0,1
45380.0,2021,10,41,98314.0,2
39745.0,2021,2,8,99128.0,1
39389.0,2021,2,6,21756.0,1
42657.0,2021,7,26,21756.0,2
39243.0,2021,2,5,11436.0,1
39033.0,2021,1,4,53202.0,1
39032.0,2021,1,4,23462.0,1
39031.0,2021,1,4,21401.0,1
39030.0,2021,1,4,20755.0,1
38950.0,2021,1,3,68102.0,1
38798.0,2021,1,2,78738.0,1
38530.0,2020,12,53,95054.0,1
38529.0,2020,12,53,93010.0,1
38528.0,2020,12,53,57701.0,1
38416.0,2020,12,52,39531.0,1
38258.0,2020,12,51,95126.0,1
38257.0,2020,12,51,90293.0,1
38256.0,2020,12,51,85248.0,1
38255.0,2020,12,51,22554.0,1
38173.0,2020,12,50,90265.0,1
38172.0,2020,12,50,82001.0,1
38042.0,2020,12,49,19122.0,1
37728.0,2020,11,46,98377.0,1
37625.0,2020,11,46,59868.0,1
37624.0,2020,11,46,32751.0,1
37588.0,2020,11,45,98566.0,1
37093.0,2020,10,42,89138.0,1
37058.0,2020,10,41,98586.0,1
36937.0,2020,10,41,92262.0,1
36936.0,2020,10,41,64079.0,1
36935.0,2020,10,41,1027.0,1
36676.0,2020,9,39,95762.0,1
36575.0,2020,9,38,96817.0,1
36394.0,2020,8,35,99116.0,1
48428.0,2022,2,6,99116.0,2
36378.0,2020,8,35,98562.0,1
36305.0,2020,8,35,32259.0,1
36192.0,2020,8,34,20762.0,1
36187.0,2020,8,33,98673.0,1
36102.0,2020,8,32,98552.0,1
35543.0,2020,7,29,95134.0,1
35542.0,2020,7,29,37312.0,1
35541.0,2020,7,29,29464.0,1
35539.0,2020,7,29,11201.0,1
35538.0,2020,7,29,10036.0,1
35417.0,2020,7,28,60031.0,1
35217.0,2020,6,26,32034.0,1
35002.0,2020,6,23,94583.0,1
34951.0,2020,5,22,20009.0,1
34794.0,2020,5,18,92118.0,1
34751.0,2020,4,18,92130.0,1
34329.0,2020,3,14,63137.0,1
34328.0,2020,3,14,14072.0,1
34327.0,2020,3,14,2127.0,1
34101.0,2020,3,12,93940.0,1
34099.0,2020,3,12,33304.0,1
33987.0,2020,3,11,33418.0,1
33671.0,2020,2,7,95747.0,1
33493.0,2020,1,5,85207.0,1
33311.0,2020,1,4,30309.0,1
33295.0,2020,1,3,98947.0,1
39223.0,2021,1,4,98947.0,2
52620.0,2022,7,29,98947.0,3
33180.0,2020,1,3,62220.0,1
33059.0,2020,1,2,98164.0,1
32981.0,2020,1,2,95825.0,1
32980.0,2020,1,2,90045.0,1
32979.0,2020,1,2,78757.0,1
32978.0,2020,1,2,78261.0,1
32977.0,2020,1,2,38004.0,1
32976.0,2020,1,2,22032.0,1
32975.0,2020,1,2,22025.0,1
32888.0,2020,1,1,97206.0,1
32834.0,2019,12,52,8033.0,1
31972.0,2019,10,44,28208.0,1
31962.0,2019,10,43,99123.0,1
31838.0,2019,10,43,93555.0,1
31837.0,2019,10,43,92582.0,1
31669.0,2019,10,42,80121.0,1
31529.0,2019,10,41,94710.0,1
31365.0,2019,10,40,34231.0,1
31347.0,2019,9,39,99129.0,1
30990.0,2019,9,37,90266.0,1
30968.0,2019,9,36,98638.0,1
31646.0,2019,10,41,98638.0,2
32815.0,2019,12,51,98638.0,3
33982.0,2020,3,10,98638.0,4
36481.0,2020,9,36,98638.0,5
40932.0,2021,4,16,98638.0,6
41838.0,2021,5,21,98638.0,7
46404.0,2021,11,47,98638.0,8
47691.0,2022,1,2,98638.0,9
48404.0,2022,2,6,98638.0,10
30872.0,2019,9,36,92612.0,1
30871.0,2019,9,36,37221.0,1
30862.0,2019,8,35,99167.0,1
31348.0,2019,9,39,99167.0,2
38940.0,2021,1,2,99167.0,3
30652.0,2019,8,34,65742.0,1
30651.0,2019,8,34,22405.0,1
30649.0,2019,8,33,99360.0,1
42530.0,2021,6,25,99360.0,2
43359.0,2021,7,29,99360.0,3
30530.0,2019,8,33,96818.0,1
30529.0,2019,8,33,92648.0,1
30528.0,2019,8,33,31032.0,1
30450.0,2019,8,32,91913.0,1
40121.0,2021,3,12,91913.0,2
40966.0,2021,4,17,91913.0,3
30449.0,2019,8,32,34685.0,1
30311.0,2019,7,31,92260.0,1
30309.0,2019,7,31,34772.0,1
30182.0,2019,7,30,97218.0,1
30049.0,2019,7,29,39540.0,1
30048.0,2019,7,29,23139.0,1
29934.0,2019,7,28,60044.0,1
29917.0,2019,7,27,98822.0,1
34322.0,2020,3,13,98822.0,2
39214.0,2021,1,4,98822.0,3
41338.0,2021,5,18,98822.0,4
44239.0,2021,8,34,98822.0,5
47349.0,2021,12,52,98822.0,6
29699.0,2019,6,26,77042.0,1
29566.0,2019,6,25,34242.0,1
29454.0,2019,6,24,96814.0,1
29453.0,2019,6,24,67205.0,1
29452.0,2019,6,24,60559.0,1
30310.0,2019,7,31,60559.0,2
29451.0,2019,6,24,55430.0,1
29450.0,2019,6,24,745.0,1
29444.0,2019,6,23,98925.0,1
34208.0,2020,3,12,98925.0,2
35532.0,2020,7,28,98925.0,3
37244.0,2020,10,42,98925.0,4
38028.0,2020,11,48,98925.0,5
51444.0,2022,6,23,98925.0,6
29440.0,2019,6,23,98819.0,1
29326.0,2019,6,23,38501.0,1
29322.0,2019,5,22,99029.0,1
29122.0,2019,5,21,92101.0,1
34100.0,2020,3,12,92101.0,2
36193.0,2020,8,34,92101.0,3
29121.0,2019,5,21,48603.0,1
29001.0,2019,5,19,99181.0,1
31831.0,2019,10,42,99181.0,2
49140.0,2022,3,10,99181.0,3
28900.0,2019,5,19,97219.0,1
28899.0,2019,5,19,95688.0,1
28898.0,2019,5,19,21409.0,1
28882.0,2019,5,18,98526.0,1
43502.0,2021,7,30,98526.0,2
28816.0,2019,5,18,89084.0,1
28636.0,2019,4,17,21704.0,1
28480.0,2019,4,16,92656.0,1
28479.0,2019,4,16,91706.0,1
28478.0,2019,4,16,90505.0,1
28477.0,2019,4,16,37075.0,1
28476.0,2019,4,16,27332.0,1
28458.0,2019,4,15,98668.0,1
28240.0,2019,4,14,94804.0,1
28145.0,2019,3,13,20882.0,1
28074.0,2019,3,12,93552.0,1
27994.0,2019,3,11,94705.0,1
27868.0,2019,2,9,98195.0,1
27766.0,2019,2,8,97214.0,1
27597.0,2019,2,6,94539.0,1
27596.0,2019,2,6,88201.0,1
27595.0,2019,2,6,62703.0,1
27594.0,2019,2,6,23238.0,1
31113.0,2019,9,38,23238.0,2
31528.0,2019,10,41,23238.0,3
35699.0,2020,7,30,23238.0,4
37459.0,2020,11,45,23238.0,5
27592.0,2019,2,5,98421.0,1
35292.0,2020,6,26,98421.0,2
45227.0,2021,10,40,98421.0,3
48917.0,2022,3,9,98421.0,4
27465.0,2019,1,5,22202.0,1
27323.0,2019,1,4,92111.0,1
27322.0,2019,1,4,78641.0,1
27564.0,2019,2,5,78641.0,2
27321.0,2019,1,4,20732.0,1
28635.0,2019,4,17,20732.0,2
27311.0,2019,1,3,98938.0,1
27014.0,2019,1,2,28305.0,1
27013.0,2019,1,2,22301.0,1
27012.0,2019,1,2,4401.0,1
26895.0,2019,1,1,85281.0,1
26893.0,2019,1,1,78154.0,1
26892.0,2019,1,1,22314.0,1
35540.0,2020,7,29,22314.0,2
26768.0,2018,12,52,91932.0,1
26616.0,2018,12,51,92679.0,1
26467.0,2018,12,50,89441.0,1
26428.0,2018,12,49,98581.0,1
26324.0,2018,12,49,22308.0,1
26466.0,2018,12,50,22308.0,2
39622.0,2021,2,8,22308.0,3
26153.0,2018,11,48,97086.0,1
26152.0,2018,11,48,95008.0,1
26151.0,2018,11,48,94002.0,1
26045.0,2018,11,47,98050.0,1
26022.0,2018,11,47,21054.0,1
43149.0,2021,7,29,21054.0,2
44709.0,2021,9,38,21054.0,3
53220.0,2022,8,33,21054.0,4
25957.0,2018,11,46,98286.0,1
36073.0,2020,8,32,98286.0,2
38347.0,2020,12,51,98286.0,3
39003.0,2021,1,3,98286.0,4
40070.0,2021,3,11,98286.0,5
52340.0,2022,7,28,98286.0,6
25873.0,2018,11,46,94102.0,1
35844.0,2020,7,31,94102.0,2
25872.0,2018,11,46,85205.0,1
25871.0,2018,11,46,80127.0,1
25870.0,2018,11,46,78758.0,1
25797.0,2018,11,45,98237.0,1
29633.0,2019,6,25,98237.0,2
36360.0,2020,8,35,98237.0,3
38111.0,2020,12,49,98237.0,4
42421.0,2021,6,25,98237.0,5
44792.0,2021,9,38,98237.0,6
47995.0,2022,1,4,98237.0,7
50353.0,2022,4,17,98237.0,8
50694.0,2022,5,19,98237.0,9
50844.0,2022,5,20,98237.0,10
51868.0,2022,6,26,98237.0,11
53480.0,2022,8,34,98237.0,12
25714.0,2018,11,45,18925.0,1
25713.0,2018,11,45,7430.0,1
25498.0,2018,10,43,98833.0,1
32497.0,2019,12,1,98833.0,2
32885.0,2019,12,52,98833.0,3
33473.0,2020,1,4,98833.0,4
50603.0,2022,5,18,98833.0,5
52202.0,2022,7,27,98833.0,6
25365.0,2018,10,43,93101.0,1
25364.0,2018,10,43,87031.0,1
25363.0,2018,10,43,83814.0,1
25362.0,2018,10,43,55347.0,1
25361.0,2018,10,43,33076.0,1
25360.0,2018,10,43,22903.0,1
25352.0,2018,10,42,98814.0,1
27149.0,2019,1,2,98814.0,2
40943.0,2021,4,16,98814.0,3
43122.0,2021,7,28,98814.0,4
43333.0,2021,7,29,98814.0,5
47705.0,2022,1,2,98814.0,6
25215.0,2018,10,42,74055.0,1
25207.0,2018,10,41,99130.0,1
47182.0,2021,12,51,99130.0,2
25177.0,2018,10,41,98542.0,1
32158.0,2019,11,45,98542.0,2
50233.0,2022,4,16,98542.0,3
25058.0,2018,10,41,96002.0,1
25057.0,2018,10,41,92660.0,1
24920.0,2018,10,40,95111.0,1
24919.0,2018,10,40,95062.0,1
24806.0,2018,9,39,40026.0,1
24805.0,2018,9,39,22060.0,1
24599.0,2018,9,37,94555.0,1
27906.0,2019,3,10,94555.0,2
24509.0,2018,9,36,28205.0,1
24397.0,2018,8,35,94086.0,1
24396.0,2018,8,35,93619.0,1
24395.0,2018,8,35,80910.0,1
24394.0,2018,8,35,80547.0,1
24295.0,2018,8,34,28307.0,1
24188.0,2018,8,33,97209.0,1
24187.0,2018,8,33,31088.0,1
24170.0,2018,8,32,98537.0,1
33906.0,2020,2,9,98537.0,2
39499.0,2021,2,6,98537.0,3
43306.0,2021,7,29,98537.0,4
45738.0,2021,10,43,98537.0,5
51586.0,2022,6,24,98537.0,6
24071.0,2018,8,31,98614.0,1
27439.0,2019,1,4,98614.0,2
24049.0,2018,8,31,98241.0,1
24250.0,2018,8,33,98241.0,2
27396.0,2019,1,4,98241.0,3
39946.0,2021,3,10,98241.0,4
40708.0,2021,4,15,98241.0,5
42241.0,2021,6,24,98241.0,6
45368.0,2021,10,41,98241.0,7
52547.0,2022,7,29,98241.0,8
52900.0,2022,8,31,98241.0,9
23999.0,2018,8,31,77386.0,1
23998.0,2018,8,31,2124.0,1
23936.0,2018,7,30,98535.0,1
23853.0,2018,7,30,89706.0,1
23756.0,2018,7,29,74114.0,1
23755.0,2018,7,29,68135.0,1
23566.0,2018,7,27,30318.0,1
23454.0,2018,6,25,99017.0,1
46106.0,2021,11,45,99017.0,2
23330.0,2018,6,24,98935.0,1
23211.0,2018,6,24,91362.0,1
23210.0,2018,6,24,89521.0,1
23209.0,2018,6,24,85635.0,1
23208.0,2018,6,24,20653.0,1
23180.0,2018,6,23,98590.0,1
34742.0,2020,4,17,98590.0,2
49102.0,2022,3,10,98590.0,3
23066.0,2018,6,23,94123.0,1
23065.0,2018,6,23,78258.0,1
35418.0,2020,7,28,78258.0,2
49325.0,2022,3,12,78258.0,3
53394.0,2022,8,34,78258.0,4
23064.0,2018,6,23,8009.0,1
22770.0,2018,5,21,95014.0,1
22664.0,2018,5,20,97078.0,1
22544.0,2018,5,19,90802.0,1
22543.0,2018,5,19,19403.0,1
22425.0,2018,4,17,99343.0,1
37784.0,2020,11,46,99343.0,2
43551.0,2021,7,30,99343.0,3
22330.0,2018,4,17,92103.0,1
27993.0,2019,3,11,92103.0,2
22329.0,2018,4,17,73521.0,1
22090.0,2018,4,15,74110.0,1
21971.0,2018,4,14,97601.0,1
21810.0,2018,3,12,98305.0,1
34570.0,2020,4,15,98305.0,2
48544.0,2022,2,7,98305.0,3
21555.0,2018,3,10,90035.0,1
21554.0,2018,3,10,48105.0,1
21553.0,2018,3,10,21122.0,1
21374.0,2018,2,8,92201.0,1
21373.0,2018,2,8,33323.0,1
21297.0,2018,2,7,83669.0,1
21227.0,2018,2,6,71104.0,1
21108.0,2018,1,5,97436.0,1
21103.0,2018,1,4,99115.0,1
21292.0,2018,2,6,99115.0,2
43345.0,2021,7,29,99115.0,3
46842.0,2021,12,49,99115.0,4
50436.0,2022,4,17,99115.0,5
52801.0,2022,7,30,99115.0,6
21033.0,2018,1,4,98068.0,1
23782.0,2018,7,29,98068.0,2
27494.0,2019,1,5,98068.0,3
41563.0,2021,5,20,98068.0,4
42837.0,2021,7,27,98068.0,5
43403.0,2021,7,30,98068.0,6
44125.0,2021,8,34,98068.0,7
46339.0,2021,11,47,98068.0,8
46704.0,2021,12,49,98068.0,9
47416.0,2022,1,1,98068.0,10
21002.0,2018,1,4,22191.0,1
28475.0,2019,4,16,22191.0,2
20998.0,2018,1,3,99349.0,1
23565.0,2018,6,26,99349.0,2
34326.0,2020,3,13,99349.0,3
35075.0,2020,6,23,99349.0,4
42655.0,2021,6,26,99349.0,5
50448.0,2022,4,17,99349.0,6
53709.0,2022,8,35,99349.0,7
20888.0,2018,1,2,98858.0,1
22320.0,2018,4,16,98858.0,2
41340.0,2021,5,18,98858.0,3
20875.0,2018,1,2,98595.0,1
22306.0,2018,4,16,98595.0,2
23320.0,2018,6,24,98595.0,3
26322.0,2018,12,1,98595.0,4
39720.0,2021,2,8,98595.0,5
41488.0,2021,5,19,98595.0,6
44691.0,2021,9,37,98595.0,7
51069.0,2022,5,21,98595.0,8
20760.0,2018,1,2,60614.0,1
20753.0,2018,1,1,99180.0,1
33300.0,2020,1,3,99180.0,2
52441.0,2022,7,28,99180.0,3
20752.0,2018,1,1,99011.0,1
42950.0,2021,7,27,99011.0,2
45108.0,2021,10,39,99011.0,3
46555.0,2021,11,48,99011.0,4
20628.0,2017,12,52,98345.0,1
21278.0,2018,2,6,98345.0,2
29079.0,2019,5,20,98345.0,3
37885.0,2020,11,47,98345.0,4
39149.0,2021,1,4,98345.0,5
45542.0,2021,10,42,98345.0,6
20482.0,2017,12,50,98846.0,1
50604.0,2022,5,18,98846.0,2
51089.0,2022,5,21,98846.0,3
20466.0,2017,12,50,98527.0,1
28452.0,2019,4,15,98527.0,2
20383.0,2017,12,50,91754.0,1
20382.0,2017,12,50,78215.0,1
20381.0,2017,12,50,27403.0,1
20242.0,2017,11,48,99118.0,1
25355.0,2018,10,42,99118.0,2
47028.0,2021,12,50,99118.0,3
20226.0,2017,11,48,98385.0,1
44027.0,2021,8,33,98385.0,2
51047.0,2022,5,21,98385.0,3
19919.0,2017,11,45,94087.0,1
19918.0,2017,11,45,78405.0,1
19870.0,2017,11,44,91403.0,1
19726.0,2017,10,42,99111.0,1
19917.0,2017,11,44,99111.0,2
20654.0,2017,12,52,99111.0,3
22208.0,2018,4,15,99111.0,4
26290.0,2018,11,48,99111.0,5
26606.0,2018,12,50,99111.0,6
26753.0,2018,12,51,99111.0,7
38790.0,2021,1,1,99111.0,8
49137.0,2022,3,10,99111.0,9
19613.0,2017,10,41,98571.0,1
19714.0,2017,10,42,98571.0,2
25989.0,2018,11,46,98571.0,3
28740.0,2019,4,17,98571.0,4
29907.0,2019,7,27,98571.0,5
32329.0,2019,11,47,98571.0,6
33141.0,2020,1,2,98571.0,7
38622.0,2020,12,53,98571.0,8
41670.0,2021,5,20,98571.0,9
43096.0,2021,7,28,98571.0,10
48588.0,2022,2,7,98571.0,11
49101.0,2022,3,10,98571.0,12
19606.0,2017,10,41,98381.0,1
35944.0,2020,7,31,98381.0,2
19536.0,2017,10,41,20010.0,1
19425.0,2017,10,40,94022.0,1
19331.0,2017,9,39,79911.0,1
26894.0,2019,1,1,79911.0,2
19277.0,2017,9,38,98158.0,1
19219.0,2017,9,38,96530.0,1
19218.0,2017,9,38,90814.0,1
19217.0,2017,9,38,32043.0,1
19030.0,2017,9,36,31301.0,1
18989.0,2017,8,35,98948.0,1
29918.0,2019,7,27,98948.0,2
37612.0,2020,11,45,98948.0,3
43339.0,2021,7,29,98948.0,4
47711.0,2022,1,2,98948.0,5
18904.0,2017,8,34,99134.0,1
18824.0,2017,8,34,56358.0,1
18729.0,2017,8,33,92211.0,1
18728.0,2017,8,33,30813.0,1
18718.0,2017,8,32,98649.0,1
30749.0,2019,8,34,98649.0,2
48601.0,2022,2,7,98649.0,3
18620.0,2017,8,31,99113.0,1
27458.0,2019,1,4,99113.0,2
18612.0,2017,8,31,98639.0,1
25485.0,2018,10,43,98639.0,2
29218.0,2019,5,21,98639.0,3
33462.0,2020,1,4,98639.0,4
45745.0,2021,10,43,98639.0,5
18540.0,2017,8,31,95828.0,1
18353.0,2017,7,29,78209.0,1
24296.0,2018,8,34,78209.0,2
18352.0,2017,7,29,22015.0,1
18232.0,2017,7,28,92102.0,1
18143.0,2017,7,27,11756.0,1
18035.0,2017,6,26,89506.0,1
18034.0,2017,6,26,30533.0,1
17942.0,2017,6,24,99173.0,1
41184.0,2021,5,17,99173.0,2
17941.0,2017,6,24,98840.0,1
27004.0,2019,1,1,98840.0,2
30447.0,2019,8,31,98840.0,3
37384.0,2020,10,43,98840.0,4
42312.0,2021,6,24,98840.0,5
17899.0,2017,6,24,98331.0,1
26706.0,2018,12,51,98331.0,2
33263.0,2020,1,3,98331.0,3
43262.0,2021,7,29,98331.0,4
46963.0,2021,12,50,98331.0,5
52350.0,2022,7,28,98331.0,6
17829.0,2017,6,24,76248.0,1
17828.0,2017,6,24,24450.0,1
17815.0,2017,6,23,98605.0,1
39603.0,2021,2,7,98605.0,2
47684.0,2022,1,2,98605.0,3
17807.0,2017,6,23,98438.0,1
17917.0,2017,6,24,98438.0,2
43087.0,2021,7,28,98438.0,3
17633.0,2017,5,21,98634.0,1
17732.0,2017,6,22,98634.0,2
17553.0,2017,5,21,19703.0,1
17475.0,2017,5,20,55113.0,1
17441.0,2017,5,19,98288.0,1
25300.0,2018,10,42,98288.0,2
17386.0,2017,5,19,97211.0,1
17177.0,2017,4,16,99125.0,1
25862.0,2018,11,45,99125.0,2
34616.0,2020,4,15,99125.0,3
17169.0,2017,4,16,98643.0,1
49895.0,2022,4,14,98643.0,2
17080.0,2017,4,16,33408.0,1
17075.0,2017,4,15,99101.0,1
17058.0,2017,4,15,98530.0,1
16852.0,2017,4,14,37920.0,1
16757.0,2017,3,13,92124.0,1
16756.0,2017,3,13,22902.0,1
16755.0,2017,3,13,19085.0,1
16750.0,2017,3,12,98631.0,1
16941.0,2017,4,14,98631.0,2
17065.0,2017,4,15,98631.0,3
18431.0,2017,7,29,98631.0,4
20002.0,2017,11,45,98631.0,5
25484.0,2018,10,43,98631.0,6
25997.0,2018,11,46,98631.0,7
28744.0,2019,4,17,98631.0,8
39989.0,2021,3,10,98631.0,9
40231.0,2021,3,12,98631.0,10
41492.0,2021,5,19,98631.0,11
41678.0,2021,5,20,98631.0,12
44562.0,2021,9,36,98631.0,13
47870.0,2022,1,3,98631.0,14
48062.0,2022,1,4,98631.0,15
49107.0,2022,3,10,98631.0,16
16684.0,2017,3,12,96706.0,1
16683.0,2017,3,12,94304.0,1
16682.0,2017,3,12,22304.0,1
48643.0,2022,2,8,22304.0,2
51464.0,2022,6,24,22304.0,3
16596.0,2017,3,11,75229.0,1
16509.0,2017,3,10,85351.0,1
16320.0,2017,2,7,98336.0,1
16257.0,2017,2,7,43026.0,1
16256.0,2017,2,7,32832.0,1
21003.0,2018,1,4,32832.0,2
16177.0,2017,2,6,78418.0,1
16176.0,2017,2,6,11570.0,1
16047.0,2017,1,5,2067.0,1
15814.0,2017,1,2,32828.0,1
15717.0,2017,1,1,97239.0,1
15716.0,2017,1,1,46032.0,1
33988.0,2020,3,11,46032.0,2
15715.0,2017,1,1,7932.0,1
15713.0,2016,12,52,99148.0,1
16954.0,2017,4,14,99148.0,2
29560.0,2019,6,24,99148.0,3
32827.0,2019,12,51,99148.0,4
33170.0,2020,1,2,99148.0,5
38639.0,2020,12,53,99148.0,6
46297.0,2021,11,46,99148.0,7
53010.0,2022,8,31,99148.0,8
15395.0,2016,11,48,98849.0,1
23453.0,2018,6,25,98849.0,2
25203.0,2018,10,41,98849.0,3
50252.0,2022,4,16,98849.0,4
51611.0,2022,6,24,98849.0,5
15234.0,2016,11,46,48121.0,1
27905.0,2019,3,10,48121.0,2
15010.0,2016,10,42,98624.0,1
19019.0,2017,9,35,98624.0,2
20000.0,2017,11,45,98624.0,3
27138.0,2019,1,2,98624.0,4
28136.0,2019,3,12,98624.0,5
35142.0,2020,6,24,98624.0,6
50410.0,2022,4,17,98624.0,7
53537.0,2022,8,34,98624.0,8
14934.0,2016,10,42,12833.0,1
14931.0,2016,10,41,99109.0,1
30982.0,2019,9,36,99109.0,2
31828.0,2019,10,42,99109.0,3
40789.0,2021,4,15,99109.0,4
42793.0,2021,7,26,99109.0,5
49634.0,2022,3,13,99109.0,6
50111.0,2022,4,15,99109.0,7
14854.0,2016,10,40,99122.0,1
34748.0,2020,4,17,99122.0,2
48771.0,2022,2,8,99122.0,3
51100.0,2022,5,21,99122.0,4
14619.0,2016,9,38,7677.0,1
14041.0,2016,8,31,48126.0,1
13574.0,2016,6,24,99008.0,1
18228.0,2017,7,27,99008.0,2
13195.0,2016,5,18,99361.0,1
17285.0,2017,4,17,99361.0,2
37787.0,2020,11,46,99361.0,3
43906.0,2021,8,32,99361.0,4
50926.0,2022,5,20,99361.0,5
13139.0,2016,5,18,33015.0,1
13064.0,2016,4,16,98560.0,1
49280.0,2022,3,11,98560.0,2
13056.0,2016,4,16,98323.0,1
36860.0,2020,9,40,98323.0,2
43064.0,2021,7,28,98323.0,3
12916.0,2016,4,14,98361.0,1
22392.0,2018,4,17,98361.0,2
32069.0,2019,11,44,98361.0,3
34984.0,2020,5,22,98361.0,4
41635.0,2021,5,20,98361.0,5
12527.0,2016,2,7,98570.0,1
27435.0,2019,1,4,98570.0,2
33752.0,2020,2,7,98570.0,3
34851.0,2020,5,19,98570.0,4
35958.0,2020,7,31,98570.0,5
40924.0,2021,4,16,98570.0,6
44837.0,2021,9,38,98570.0,7
45240.0,2021,10,40,98570.0,8
46542.0,2021,11,48,98570.0,9
12249.0,2016,1,3,93033.0,1
13075.0,2016,4,17,93033.0,2
13738.0,2016,7,27,93033.0,3
11720.0,2015,11,47,90220.0,1
11543.0,2015,10,43,98831.0,1
20480.0,2017,12,50,98831.0,2
22656.0,2018,5,19,98831.0,3
23452.0,2018,6,25,98831.0,4
24691.0,2018,9,37,98831.0,5
27151.0,2019,1,2,98831.0,6
27680.0,2019,2,6,98831.0,7
35981.0,2020,7,31,98831.0,8
36118.0,2020,8,32,98831.0,9
41107.0,2021,4,17,98831.0,10
42311.0,2021,6,24,98831.0,11
42946.0,2021,7,27,98831.0,12
44241.0,2021,8,34,98831.0,13
45899.0,2021,11,44,98831.0,14
