index,year,month,week,Zip Code,sale,Clean Alternative Fuel Vehicle Type
62292.0,2022,8,34,98206.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
61949.0,2022,8,32,98950.0,1,Battery Electric Vehicle (BEV)
61738.0,2022,8,31,99330.0,1,Battery Electric Vehicle (BEV)
61967.0,2022,8,32,99330.0,2,Battery Electric Vehicle (BEV)
61483.0,2022,8,31,80925.0,1,Battery Electric Vehicle (BEV)
61063.0,2022,7,29,17050.0,1,Battery Electric Vehicle (BEV)
60920.0,2022,7,28,98283.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
60900.0,2022,7,28,98243.0,1,Battery Electric Vehicle (BEV)
60783.0,2022,7,28,72205.0,1,Battery Electric Vehicle (BEV)
60782.0,2022,7,28,28376.0,1,Battery Electric Vehicle (BEV)
60548.0,2022,7,26,98538.0,1,Battery Electric Vehicle (BEV)
60250.0,2022,6,26,1731.0,1,Battery Electric Vehicle (BEV)
60064.0,2022,6,25,82801.0,1,Battery Electric Vehicle (BEV)
59842.0,2022,6,23,99135.0,1,Battery Electric Vehicle (BEV)
58753.0,2022,5,19,20003.0,1,Battery Electric Vehicle (BEV)
58543.0,2022,5,18,21113.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
58317.0,2022,4,17,20105.0,1,Battery Electric Vehicle (BEV)
58145.0,2022,4,16,80111.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
57895.0,2022,4,15,33040.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
56951.0,2022,3,11,36106.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
56925.0,2022,3,10,98832.0,1,Battery Electric Vehicle (BEV)
61706.0,2022,8,31,98832.0,2,Battery Electric Vehicle (BEV)
56706.0,2022,3,10,33547.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
56705.0,2022,3,10,1824.0,1,Battery Electric Vehicle (BEV)
56069.0,2022,2,6,99030.0,1,Battery Electric Vehicle (BEV)
55388.0,2022,1,3,98582.0,1,Battery Electric Vehicle (BEV)
56275.0,2022,2,7,98582.0,2,Battery Electric Vehicle (BEV)
55227.0,2022,1,3,20906.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
57693.0,2022,4,14,20906.0,2,Battery Electric Vehicle (BEV)
54964.0,2022,1,1,98575.0,1,Battery Electric Vehicle (BEV)
54785.0,2022,1,1,96349.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
54784.0,2022,1,1,22193.0,1,Battery Electric Vehicle (BEV)
54765.0,2021,12,52,99119.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
54570.0,2021,12,51,98952.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
54406.0,2021,12,51,68130.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
54112.0,2021,12,49,98556.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
53932.0,2021,12,49,84129.0,1,Battery Electric Vehicle (BEV)
53293.0,2021,11,46,30809.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
53031.0,2021,11,45,66027.0,1,Battery Electric Vehicle (BEV)
52871.0,2021,11,44,94901.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
52636.0,2021,10,43,93001.0,1,Battery Electric Vehicle (BEV)
61064.0,2022,7,29,93001.0,2,Battery Electric Vehicle (BEV)
52469.0,2021,10,42,92585.0,1,Battery Electric Vehicle (BEV)
58544.0,2022,5,18,92585.0,2,Battery Electric Vehicle (BEV)
52468.0,2021,10,42,80501.0,1,Battery Electric Vehicle (BEV)
52467.0,2021,10,42,60035.0,1,Battery Electric Vehicle (BEV)
52466.0,2021,10,42,45243.0,1,Battery Electric Vehicle (BEV)
52452.0,2021,10,41,99034.0,1,Battery Electric Vehicle (BEV)
52038.0,2021,10,40,76566.0,1,Battery Electric Vehicle (BEV)
52037.0,2021,10,40,76180.0,1,Battery Electric Vehicle (BEV)
52024.0,2021,10,39,98647.0,1,Battery Electric Vehicle (BEV)
51768.0,2021,9,39,22153.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
51754.0,2021,9,38,99138.0,1,Battery Electric Vehicle (BEV)
53810.0,2021,11,48,99138.0,2,Battery Electric Vehicle (BEV)
51582.0,2021,9,38,29404.0,1,Battery Electric Vehicle (BEV)
51429.0,2021,9,37,6340.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
57572.0,2022,4,13,6340.0,2,Battery Electric Vehicle (BEV)
51269.0,2021,9,36,60077.0,1,Battery Electric Vehicle (BEV)
51268.0,2021,9,36,20854.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
51267.0,2021,9,36,20619.0,1,Battery Electric Vehicle (BEV)
51116.0,2021,8,35,99345.0,1,Battery Electric Vehicle (BEV)
50646.0,2021,8,33,93401.0,1,Battery Electric Vehicle (BEV)
50456.0,2021,8,32,96813.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
50455.0,2021,8,32,94556.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
50438.0,2021,8,31,99147.0,1,Battery Electric Vehicle (BEV)
50214.0,2021,8,31,66441.0,1,Battery Electric Vehicle (BEV)
50213.0,2021,8,31,19034.0,1,Battery Electric Vehicle (BEV)
49973.0,2021,7,30,94707.0,1,Battery Electric Vehicle (BEV)
49717.0,2021,7,29,75068.0,1,Battery Electric Vehicle (BEV)
49716.0,2021,7,29,23703.0,1,Battery Electric Vehicle (BEV)
49687.0,2021,7,28,98844.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
61708.0,2022,8,31,98844.0,2,Battery Electric Vehicle (BEV)
49483.0,2021,7,28,92675.0,1,Battery Electric Vehicle (BEV)
49482.0,2021,7,28,27534.0,1,Battery Electric Vehicle (BEV)
49481.0,2021,7,28,21224.0,1,Battery Electric Vehicle (BEV)
49445.0,2021,7,27,98609.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
49295.0,2021,7,27,92620.0,1,Battery Electric Vehicle (BEV)
49294.0,2021,7,27,81082.0,1,Battery Electric Vehicle (BEV)
49111.0,2021,7,26,30013.0,1,Battery Electric Vehicle (BEV)
48960.0,2021,6,26,2842.0,1,Battery Electric Vehicle (BEV)
48699.0,2021,6,25,85138.0,1,Battery Electric Vehicle (BEV)
48698.0,2021,6,25,54874.0,1,Battery Electric Vehicle (BEV)
48697.0,2021,6,25,33327.0,1,Battery Electric Vehicle (BEV)
48597.0,2021,6,24,98267.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
48485.0,2021,6,24,60613.0,1,Battery Electric Vehicle (BEV)
48296.0,2021,6,23,20677.0,1,Battery Electric Vehicle (BEV)
48292.0,2021,6,22,99347.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
47905.0,2021,5,21,42223.0,1,Battery Electric Vehicle (BEV)
47903.0,2021,5,20,99356.0,1,Battery Electric Vehicle (BEV)
48955.0,2021,6,25,99356.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
47891.0,2021,5,20,98845.0,1,Battery Electric Vehicle (BEV)
57146.0,2022,3,11,98845.0,2,Battery Electric Vehicle (BEV)
47871.0,2021,5,20,98610.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
49661.0,2021,7,28,98610.0,2,Battery Electric Vehicle (BEV)
54360.0,2021,12,50,98610.0,3,Battery Electric Vehicle (BEV)
54737.0,2021,12,52,98610.0,4,Battery Electric Vehicle (BEV)
47818.0,2021,5,20,98357.0,1,Battery Electric Vehicle (BEV)
54928.0,2022,1,1,98357.0,2,Battery Electric Vehicle (BEV)
56645.0,2022,3,9,98357.0,3,Battery Electric Vehicle (BEV)
47679.0,2021,5,20,94040.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
47678.0,2021,5,20,7094.0,1,Battery Electric Vehicle (BEV)
47208.0,2021,5,17,61801.0,1,Battery Electric Vehicle (BEV)
47195.0,2021,4,17,99033.0,1,Battery Electric Vehicle (BEV)
60494.0,2022,6,26,99033.0,2,Battery Electric Vehicle (BEV)
46994.0,2021,4,16,99322.0,1,Battery Electric Vehicle (BEV)
46592.0,2021,4,15,92107.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
46591.0,2021,4,15,28311.0,1,Battery Electric Vehicle (BEV)
46590.0,2021,4,15,20002.0,1,Battery Electric Vehicle (BEV)
46567.0,2021,4,14,98941.0,1,Battery Electric Vehicle (BEV)
47893.0,2021,5,20,98941.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
49693.0,2021,7,28,98941.0,3,Battery Electric Vehicle (BEV)
50628.0,2021,8,32,98941.0,4,Battery Electric Vehicle (BEV)
59391.0,2022,5,21,98941.0,5,Battery Electric Vehicle (BEV)
46161.0,2021,3,13,92210.0,1,Battery Electric Vehicle (BEV)
45994.0,2021,3,12,97132.0,1,Battery Electric Vehicle (BEV)
45861.0,2021,3,11,21012.0,1,Battery Electric Vehicle (BEV)
45842.0,2021,3,10,98621.0,1,Battery Electric Vehicle (BEV)
45718.0,2021,3,10,94303.0,1,Battery Electric Vehicle (BEV)
45658.0,2021,3,9,98314.0,1,Battery Electric Vehicle (BEV)
52378.0,2021,10,41,98314.0,2,Battery Electric Vehicle (BEV)
45557.0,2021,2,8,99128.0,1,Battery Electric Vehicle (BEV)
45131.0,2021,2,6,21756.0,1,Battery Electric Vehicle (BEV)
49110.0,2021,7,26,21756.0,2,Battery Electric Vehicle (BEV)
44960.0,2021,2,5,11436.0,1,Battery Electric Vehicle (BEV)
44711.0,2021,1,4,53202.0,1,Battery Electric Vehicle (BEV)
44710.0,2021,1,4,23462.0,1,Battery Electric Vehicle (BEV)
44709.0,2021,1,4,21401.0,1,Battery Electric Vehicle (BEV)
44708.0,2021,1,4,20755.0,1,Battery Electric Vehicle (BEV)
44607.0,2021,1,3,68102.0,1,Battery Electric Vehicle (BEV)
44406.0,2021,1,2,78738.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
44084.0,2020,12,53,95054.0,1,Battery Electric Vehicle (BEV)
44083.0,2020,12,53,93010.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
44082.0,2020,12,53,57701.0,1,Battery Electric Vehicle (BEV)
43945.0,2020,12,52,39531.0,1,Battery Electric Vehicle (BEV)
43758.0,2020,12,51,95126.0,1,Battery Electric Vehicle (BEV)
43757.0,2020,12,51,90293.0,1,Battery Electric Vehicle (BEV)
43756.0,2020,12,51,85248.0,1,Battery Electric Vehicle (BEV)
43755.0,2020,12,51,22554.0,1,Battery Electric Vehicle (BEV)
43661.0,2020,12,50,90265.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
43660.0,2020,12,50,82001.0,1,Battery Electric Vehicle (BEV)
43510.0,2020,12,49,19122.0,1,Battery Electric Vehicle (BEV)
43152.0,2020,11,46,98377.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
43028.0,2020,11,46,59868.0,1,Battery Electric Vehicle (BEV)
43027.0,2020,11,46,32751.0,1,Battery Electric Vehicle (BEV)
42988.0,2020,11,45,98566.0,1,Battery Electric Vehicle (BEV)
42392.0,2020,10,42,89138.0,1,Battery Electric Vehicle (BEV)
42352.0,2020,10,41,98586.0,1,Battery Electric Vehicle (BEV)
42207.0,2020,10,41,92262.0,1,Battery Electric Vehicle (BEV)
42206.0,2020,10,41,64079.0,1,Battery Electric Vehicle (BEV)
42205.0,2020,10,41,1027.0,1,Battery Electric Vehicle (BEV)
41922.0,2020,9,39,95762.0,1,Battery Electric Vehicle (BEV)
41796.0,2020,9,38,96817.0,1,Battery Electric Vehicle (BEV)
41590.0,2020,8,35,99116.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
56070.0,2022,2,6,99116.0,2,Battery Electric Vehicle (BEV)
41572.0,2020,8,35,98562.0,1,Battery Electric Vehicle (BEV)
41483.0,2020,8,35,32259.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
41354.0,2020,8,34,20762.0,1,Battery Electric Vehicle (BEV)
41349.0,2020,8,33,98673.0,1,Battery Electric Vehicle (BEV)
41255.0,2020,8,32,98552.0,1,Battery Electric Vehicle (BEV)
40638.0,2020,7,29,95134.0,1,Battery Electric Vehicle (BEV)
40637.0,2020,7,29,37312.0,1,Battery Electric Vehicle (BEV)
40636.0,2020,7,29,29464.0,1,Battery Electric Vehicle (BEV)
40634.0,2020,7,29,11201.0,1,Battery Electric Vehicle (BEV)
40633.0,2020,7,29,10036.0,1,Battery Electric Vehicle (BEV)
40497.0,2020,7,28,60031.0,1,Battery Electric Vehicle (BEV)
40276.0,2020,6,26,32034.0,1,Battery Electric Vehicle (BEV)
40038.0,2020,6,23,94583.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
39984.0,2020,5,22,20009.0,1,Battery Electric Vehicle (BEV)
39821.0,2020,5,18,92118.0,1,Battery Electric Vehicle (BEV)
39777.0,2020,4,18,92130.0,1,Battery Electric Vehicle (BEV)
39333.0,2020,3,14,63137.0,1,Battery Electric Vehicle (BEV)
39332.0,2020,3,14,14072.0,1,Battery Electric Vehicle (BEV)
39331.0,2020,3,14,2127.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
39065.0,2020,3,12,93940.0,1,Battery Electric Vehicle (BEV)
39063.0,2020,3,12,33304.0,1,Battery Electric Vehicle (BEV)
38934.0,2020,3,11,33418.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
38562.0,2020,2,7,95747.0,1,Battery Electric Vehicle (BEV)
38357.0,2020,1,5,85207.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
38147.0,2020,1,4,30309.0,1,Battery Electric Vehicle (BEV)
38131.0,2020,1,3,98947.0,1,Battery Electric Vehicle (BEV)
44940.0,2021,1,4,98947.0,2,Battery Electric Vehicle (BEV)
61254.0,2022,7,29,98947.0,3,Battery Electric Vehicle (BEV)
37998.0,2020,1,3,62220.0,1,Battery Electric Vehicle (BEV)
37866.0,2020,1,2,98164.0,1,Battery Electric Vehicle (BEV)
37774.0,2020,1,2,95825.0,1,Battery Electric Vehicle (BEV)
37773.0,2020,1,2,90045.0,1,Battery Electric Vehicle (BEV)
37772.0,2020,1,2,78757.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
37771.0,2020,1,2,78261.0,1,Battery Electric Vehicle (BEV)
37770.0,2020,1,2,38004.0,1,Battery Electric Vehicle (BEV)
37769.0,2020,1,2,22032.0,1,Battery Electric Vehicle (BEV)
37768.0,2020,1,2,22025.0,1,Battery Electric Vehicle (BEV)
37673.0,2020,1,1,97206.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
37617.0,2019,12,52,8033.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
36647.0,2019,10,44,28208.0,1,Battery Electric Vehicle (BEV)
36636.0,2019,10,43,99123.0,1,Battery Electric Vehicle (BEV)
36501.0,2019,10,43,93555.0,1,Battery Electric Vehicle (BEV)
36500.0,2019,10,43,92582.0,1,Battery Electric Vehicle (BEV)
36300.0,2019,10,42,80121.0,1,Battery Electric Vehicle (BEV)
36137.0,2019,10,41,94710.0,1,Battery Electric Vehicle (BEV)
35955.0,2019,10,40,34231.0,1,Battery Electric Vehicle (BEV)
35937.0,2019,9,39,99129.0,1,Battery Electric Vehicle (BEV)
35509.0,2019,9,37,90266.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
35485.0,2019,9,36,98638.0,1,Battery Electric Vehicle (BEV)
36276.0,2019,10,41,98638.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
37595.0,2019,12,51,98638.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
38929.0,2020,3,10,98638.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
41689.0,2020,9,36,98638.0,5,Battery Electric Vehicle (BEV)
46964.0,2021,4,16,98638.0,6,Battery Electric Vehicle (BEV)
46965.0,2021,4,16,98638.0,7,Plug-in Hybrid Electric Vehicle (PHEV)
48087.0,2021,5,21,98638.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
53635.0,2021,11,47,98638.0,9,Plug-in Hybrid Electric Vehicle (PHEV)
55187.0,2022,1,2,98638.0,10,Battery Electric Vehicle (BEV)
56043.0,2022,2,6,98638.0,11,Plug-in Hybrid Electric Vehicle (PHEV)
35376.0,2019,9,36,92612.0,1,Battery Electric Vehicle (BEV)
35375.0,2019,9,36,37221.0,1,Battery Electric Vehicle (BEV)
35366.0,2019,8,35,99167.0,1,Battery Electric Vehicle (BEV)
35938.0,2019,9,39,99167.0,2,Battery Electric Vehicle (BEV)
44595.0,2021,1,2,99167.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
35121.0,2019,8,34,65742.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
35120.0,2019,8,34,22405.0,1,Battery Electric Vehicle (BEV)
35118.0,2019,8,33,99360.0,1,Battery Electric Vehicle (BEV)
48956.0,2021,6,25,99360.0,2,Battery Electric Vehicle (BEV)
49971.0,2021,7,29,99360.0,3,Battery Electric Vehicle (BEV)
34983.0,2019,8,33,96818.0,1,Battery Electric Vehicle (BEV)
34982.0,2019,8,33,92648.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
34981.0,2019,8,33,31032.0,1,Battery Electric Vehicle (BEV)
34891.0,2019,8,32,91913.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
45993.0,2021,3,12,91913.0,2,Battery Electric Vehicle (BEV)
47001.0,2021,4,17,91913.0,3,Battery Electric Vehicle (BEV)
34890.0,2019,8,32,34685.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
34745.0,2019,7,31,92260.0,1,Battery Electric Vehicle (BEV)
34743.0,2019,7,31,34772.0,1,Battery Electric Vehicle (BEV)
34596.0,2019,7,30,97218.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
34434.0,2019,7,29,39540.0,1,Battery Electric Vehicle (BEV)
34433.0,2019,7,29,23139.0,1,Battery Electric Vehicle (BEV)
34294.0,2019,7,28,60044.0,1,Battery Electric Vehicle (BEV)
34277.0,2019,7,27,98822.0,1,Battery Electric Vehicle (BEV)
39326.0,2020,3,13,98822.0,2,Battery Electric Vehicle (BEV)
44931.0,2021,1,4,98822.0,3,Battery Electric Vehicle (BEV)
47447.0,2021,5,18,98822.0,4,Battery Electric Vehicle (BEV)
51039.0,2021,8,34,98822.0,5,Battery Electric Vehicle (BEV)
54755.0,2021,12,52,98822.0,6,Battery Electric Vehicle (BEV)
34029.0,2019,6,26,77042.0,1,Battery Electric Vehicle (BEV)
33876.0,2019,6,25,34242.0,1,Battery Electric Vehicle (BEV)
33743.0,2019,6,24,96814.0,1,Battery Electric Vehicle (BEV)
33742.0,2019,6,24,67205.0,1,Battery Electric Vehicle (BEV)
33741.0,2019,6,24,60559.0,1,Battery Electric Vehicle (BEV)
34744.0,2019,7,31,60559.0,2,Battery Electric Vehicle (BEV)
33740.0,2019,6,24,55430.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
33739.0,2019,6,24,745.0,1,Battery Electric Vehicle (BEV)
33733.0,2019,6,23,98925.0,1,Battery Electric Vehicle (BEV)
39190.0,2020,3,12,98925.0,2,Battery Electric Vehicle (BEV)
40627.0,2020,7,28,98925.0,3,Battery Electric Vehicle (BEV)
42571.0,2020,10,42,98925.0,4,Battery Electric Vehicle (BEV)
43494.0,2020,11,48,98925.0,5,Battery Electric Vehicle (BEV)
59838.0,2022,6,23,98925.0,6,Battery Electric Vehicle (BEV)
33729.0,2019,6,23,98819.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
33604.0,2019,6,23,38501.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
33600.0,2019,5,22,99029.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
33368.0,2019,5,21,92101.0,1,Battery Electric Vehicle (BEV)
39064.0,2020,3,12,92101.0,2,Battery Electric Vehicle (BEV)
41355.0,2020,8,34,92101.0,3,Battery Electric Vehicle (BEV)
33367.0,2019,5,21,48603.0,1,Battery Electric Vehicle (BEV)
33225.0,2019,5,19,99181.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
36493.0,2019,10,42,99181.0,2,Battery Electric Vehicle (BEV)
56941.0,2022,3,10,99181.0,3,Battery Electric Vehicle (BEV)
33108.0,2019,5,19,97219.0,1,Battery Electric Vehicle (BEV)
33107.0,2019,5,19,95688.0,1,Battery Electric Vehicle (BEV)
33106.0,2019,5,19,21409.0,1,Battery Electric Vehicle (BEV)
33089.0,2019,5,18,98526.0,1,Battery Electric Vehicle (BEV)
50154.0,2021,7,30,98526.0,2,Battery Electric Vehicle (BEV)
33018.0,2019,5,18,89084.0,1,Battery Electric Vehicle (BEV)
32814.0,2019,4,17,21704.0,1,Battery Electric Vehicle (BEV)
32635.0,2019,4,16,92656.0,1,Battery Electric Vehicle (BEV)
32634.0,2019,4,16,91706.0,1,Battery Electric Vehicle (BEV)
32633.0,2019,4,16,90505.0,1,Battery Electric Vehicle (BEV)
32632.0,2019,4,16,37075.0,1,Battery Electric Vehicle (BEV)
32631.0,2019,4,16,27332.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
32611.0,2019,4,15,98668.0,1,Battery Electric Vehicle (BEV)
32351.0,2019,4,14,94804.0,1,Battery Electric Vehicle (BEV)
32239.0,2019,3,13,20882.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
32159.0,2019,3,12,93552.0,1,Battery Electric Vehicle (BEV)
32067.0,2019,3,11,94705.0,1,Battery Electric Vehicle (BEV)
31929.0,2019,2,9,98195.0,1,Battery Electric Vehicle (BEV)
31807.0,2019,2,8,97214.0,1,Battery Electric Vehicle (BEV)
31615.0,2019,2,6,94539.0,1,Battery Electric Vehicle (BEV)
31614.0,2019,2,6,88201.0,1,Battery Electric Vehicle (BEV)
31613.0,2019,2,6,62703.0,1,Battery Electric Vehicle (BEV)
31612.0,2019,2,6,23238.0,1,Battery Electric Vehicle (BEV)
35659.0,2019,9,38,23238.0,2,Battery Electric Vehicle (BEV)
36136.0,2019,10,41,23238.0,3,Battery Electric Vehicle (BEV)
40806.0,2020,7,30,23238.0,4,Battery Electric Vehicle (BEV)
42836.0,2020,11,45,23238.0,5,Battery Electric Vehicle (BEV)
31610.0,2019,2,5,98421.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
40362.0,2020,6,26,98421.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
52186.0,2021,10,40,98421.0,3,Battery Electric Vehicle (BEV)
56659.0,2022,3,9,98421.0,4,Battery Electric Vehicle (BEV)
31477.0,2019,1,5,22202.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
31307.0,2019,1,4,92111.0,1,Battery Electric Vehicle (BEV)
31306.0,2019,1,4,78641.0,1,Battery Electric Vehicle (BEV)
31582.0,2019,2,5,78641.0,2,Battery Electric Vehicle (BEV)
31305.0,2019,1,4,20732.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
32813.0,2019,4,17,20732.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
31295.0,2019,1,3,98938.0,1,Battery Electric Vehicle (BEV)
30908.0,2019,1,2,28305.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
30907.0,2019,1,2,22301.0,1,Battery Electric Vehicle (BEV)
30906.0,2019,1,2,4401.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
30767.0,2019,1,1,85281.0,1,Battery Electric Vehicle (BEV)
30765.0,2019,1,1,78154.0,1,Battery Electric Vehicle (BEV)
30764.0,2019,1,1,22314.0,1,Battery Electric Vehicle (BEV)
40635.0,2020,7,29,22314.0,2,Battery Electric Vehicle (BEV)
30619.0,2018,12,52,91932.0,1,Battery Electric Vehicle (BEV)
30424.0,2018,12,51,92679.0,1,Battery Electric Vehicle (BEV)
30237.0,2018,12,50,89441.0,1,Battery Electric Vehicle (BEV)
30192.0,2018,12,49,98581.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
30059.0,2018,12,49,22308.0,1,Battery Electric Vehicle (BEV)
30236.0,2018,12,50,22308.0,2,Battery Electric Vehicle (BEV)
45415.0,2021,2,8,22308.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
29842.0,2018,11,48,97086.0,1,Battery Electric Vehicle (BEV)
29841.0,2018,11,48,95008.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
29840.0,2018,11,48,94002.0,1,Battery Electric Vehicle (BEV)
29719.0,2018,11,47,98050.0,1,Battery Electric Vehicle (BEV)
29689.0,2018,11,47,21054.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
49715.0,2021,7,29,21054.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
51581.0,2021,9,38,21054.0,3,Battery Electric Vehicle (BEV)
61975.0,2022,8,33,21054.0,4,Battery Electric Vehicle (BEV)
29615.0,2018,11,46,98286.0,1,Battery Electric Vehicle (BEV)
41226.0,2020,8,32,98286.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
43866.0,2020,12,51,98286.0,3,Battery Electric Vehicle (BEV)
44681.0,2021,1,3,98286.0,4,Battery Electric Vehicle (BEV)
45936.0,2021,3,11,98286.0,5,Battery Electric Vehicle (BEV)
60921.0,2022,7,28,98286.0,6,Battery Electric Vehicle (BEV)
29502.0,2018,11,46,94102.0,1,Battery Electric Vehicle (BEV)
40965.0,2020,7,31,94102.0,2,Battery Electric Vehicle (BEV)
29501.0,2018,11,46,85205.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
29500.0,2018,11,46,80127.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
29499.0,2018,11,46,78758.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
29417.0,2018,11,45,98237.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
33957.0,2019,6,25,98237.0,2,Battery Electric Vehicle (BEV)
41553.0,2020,8,35,98237.0,3,Battery Electric Vehicle (BEV)
43595.0,2020,12,49,98237.0,4,Battery Electric Vehicle (BEV)
48819.0,2021,6,25,98237.0,5,Battery Electric Vehicle (BEV)
51671.0,2021,9,38,98237.0,6,Battery Electric Vehicle (BEV)
55559.0,2022,1,4,98237.0,7,Battery Electric Vehicle (BEV)
58428.0,2022,4,17,98237.0,8,Battery Electric Vehicle (BEV)
58848.0,2022,5,19,98237.0,9,Battery Electric Vehicle (BEV)
59056.0,2022,5,20,98237.0,10,Battery Electric Vehicle (BEV)
60375.0,2022,6,26,98237.0,11,Battery Electric Vehicle (BEV)
62302.0,2022,8,34,98237.0,12,Battery Electric Vehicle (BEV)
29304.0,2018,11,45,18925.0,1,Battery Electric Vehicle (BEV)
29303.0,2018,11,45,7430.0,1,Battery Electric Vehicle (BEV)
29056.0,2018,10,43,98833.0,1,Battery Electric Vehicle (BEV)
37227.0,2019,12,1,98833.0,2,Battery Electric Vehicle (BEV)
37670.0,2019,12,52,98833.0,3,Battery Electric Vehicle (BEV)
38336.0,2020,1,4,98833.0,4,Battery Electric Vehicle (BEV)
58733.0,2022,5,18,98833.0,5,Battery Electric Vehicle (BEV)
60753.0,2022,7,27,98833.0,6,Battery Electric Vehicle (BEV)
28888.0,2018,10,43,93101.0,1,Battery Electric Vehicle (BEV)
28887.0,2018,10,43,87031.0,1,Battery Electric Vehicle (BEV)
28886.0,2018,10,43,83814.0,1,Battery Electric Vehicle (BEV)
28885.0,2018,10,43,55347.0,1,Battery Electric Vehicle (BEV)
28884.0,2018,10,43,33076.0,1,Battery Electric Vehicle (BEV)
28883.0,2018,10,43,22903.0,1,Battery Electric Vehicle (BEV)
28875.0,2018,10,42,98814.0,1,Battery Electric Vehicle (BEV)
31091.0,2019,1,2,98814.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
46977.0,2021,4,16,98814.0,3,Battery Electric Vehicle (BEV)
49685.0,2021,7,28,98814.0,4,Battery Electric Vehicle (BEV)
49942.0,2021,7,29,98814.0,5,Battery Electric Vehicle (BEV)
55204.0,2022,1,2,98814.0,6,Battery Electric Vehicle (BEV)
