Unnamed: 0.1,zip code,number_registration,Population,household count,"<10,000","10,000~14,999","15,000~24,999","25,000~34,999","35,000~49,999","50,000~74,999","75,000~99,999","100,000~149,999","150,000~199,999",">200,000",EV charging station number
224,98203,283,34628,13257.0,5.6,3.9,9.9,10.7,9.2,20.0,15.0,15.3,6.3,4.3,8.0
225,98058,484,43747,15690.0,3.2,1.9,4.8,6.2,11.2,19.0,14.3,21.9,9.7,7.7,4.0
226,98204,169,41576,16574.0,7.1,5.1,11.7,10.3,19.6,21.9,10.1,10.8,2.3,1.1,14.0
227,98030,210,37213,11789.0,9.4,3.6,8.2,10.5,13.8,19.0,12.4,16.2,4.3,2.5,6.0
228,98027,715,28879,11142.0,4.0,1.3,3.5,3.7,9.7,14.3,11.6,21.4,13.4,17.2,32.0
229,98826,102,6827,2923.0,13.2,3.7,9.5,9.0,14.5,19.8,10.4,14.2,4.8,0.9,34.0
230,98026,528,36844,14559.0,2.0,1.8,6.8,5.2,10.8,19.3,15.6,19.3,10.8,8.5,9.0
231,98148,102,11257,4464.0,7.6,5.6,10.1,11.0,18.0,17.7,9.7,12.6,5.2,2.5,4.0
232,98815,36,7444,2537.0,4.9,3.6,10.1,8.2,13.0,25.5,12.7,10.4,6.7,4.9,0.0
233,98953,8,6936,2033.0,0.3,4.0,7.3,5.4,19.4,28.4,11.7,17.3,2.5,3.6,4.0
234,98922,89,5959,2637.0,3.3,7.3,14.5,10.9,10.6,22.1,14.2,12.2,1.2,3.7,18.0
235,99004,78,19492,6980.0,14.3,4.9,12.1,10.4,14.3,16.4,11.3,12.8,1.8,1.7,0.0
236,98686,253,19212,7237.0,4.4,2.6,4.8,5.6,13.7,18.6,15.2,20.1,8.0,7.1,6.0
237,98841,8,8538,3439.0,7.7,8.1,15.8,9.4,12.6,17.7,10.2,13.0,4.7,0.9,1.0
238,98424,100,10705,3874.0,4.3,2.7,7.9,10.7,14.8,21.6,15.7,14.7,5.2,2.4,6.0
239,99203,165,20994,9068.0,3.8,2.4,6.4,8.0,12.2,19.4,14.1,18.4,8.1,7.2,2.0
240,98531,95,25297,9649.0,9.8,6.5,12.9,12.9,16.9,18.7,9.8,8.7,1.7,2.1,25.0
241,98014,229,6946,2634.0,1.6,1.9,2.8,4.3,9.4,14.2,16.4,19.2,13.6,16.6,0.0
242,98328,60,9300,3728.0,3.4,5.7,8.1,6.5,11.7,25.5,14.8,17.6,4.1,2.6,0.0
243,98332,333,17208,6354.0,4.4,1.5,4.2,8.2,8.0,16.4,12.8,19.0,9.7,15.7,2.0
244,99353,105,14952,5106.0,3.0,2.5,6.4,6.8,9.4,17.0,14.7,22.7,11.3,6.1,0.0
245,98335,402,25830,9781.0,4.0,1.6,6.5,6.5,9.3,17.9,14.3,17.9,8.4,13.5,15.0
246,98584,196,36731,13332.0,6.6,5.9,12.7,12.1,14.7,19.8,12.5,11.3,2.6,1.9,8.0
247,98340,44,3126,1409.0,7.8,3.1,7.5,7.0,12.5,13.6,11.6,27.8,8.2,0.9,0.0
248,98248,160,23163,8502.0,9.6,4.2,7.7,11.2,9.0,18.8,15.9,16.5,5.1,1.8,1.0
249,98604,280,35577,11566.0,3.5,2.7,6.0,7.6,12.8,20.6,16.5,19.0,6.0,5.4,0.0
250,98392,40,3086,1278.0,5.5,4.1,8.8,9.5,17.6,19.8,14.2,13.4,2.8,4.3,4.0
251,98349,38,4509,1783.0,5.8,8.6,4.8,8.3,18.6,25.6,12.1,7.2,5.4,3.6,0.0
252,98569,49,6126,3011.0,5.6,11.5,11.3,18.9,18.0,15.9,6.8,9.4,2.0,0.6,4.0
253,98366,233,32916,12186.0,6.9,3.8,9.9,9.1,13.5,21.2,12.5,16.1,4.8,2.2,8.0
254,99336,117,50529,18174.0,9.2,6.2,14.6,10.0,15.6,20.5,11.9,7.5,2.5,2.0,10.0
255,98372,187,24849,9302.0,4.3,3.9,4.7,7.6,15.8,18.9,15.7,15.4,7.0,6.7,6.0
256,98390,83,10822,4278.0,5.0,3.1,9.4,8.1,17.4,18.8,11.9,16.5,6.2,3.5,5.0
257,98374,361,38927,13473.0,3.4,3.5,6.9,6.4,10.3,17.0,17.0,22.1,9.1,4.3,10.0
258,98546,34,3118,1134.0,2.8,0.8,6.8,11.4,10.1,25.7,16.2,17.7,5.1,3.3,0.0
259,98382,272,27454,12640.0,4.9,5.6,11.2,12.7,17.3,19.1,12.4,10.9,3.4,2.4,16.0
260,98579,57,13894,4678.0,2.0,4.3,8.6,7.2,14.8,25.0,13.8,17.9,3.6,2.8,2.0
261,98405,124,24125,9569.0,10.4,7.1,11.8,8.8,15.1,19.5,12.6,10.7,3.1,0.8,11.0
262,98311,168,27750,9979.0,2.1,2.9,7.3,8.4,12.4,20.6,20.8,16.9,5.8,2.7,0.0
263,99344,20,17311,4780.0,6.3,4.2,14.3,11.9,16.1,22.7,11.5,10.0,2.0,1.0,0.0
264,99212,112,19090,8169.0,7.3,6.8,9.5,13.1,14.7,21.2,9.9,11.4,3.8,2.1,5.0
265,98629,96,8382,2835.0,5.2,1.5,2.8,4.3,13.6,20.0,18.0,21.9,4.8,7.8,0.0
266,98274,152,17580,6562.0,5.0,2.2,7.3,9.0,14.3,21.7,13.2,17.4,4.3,5.5,0.0
267,98271,194,28509,10204.0,4.5,2.7,5.6,6.9,14.1,24.1,15.0,16.7,7.4,2.9,15.0
268,98625,49,6846,2485.0,5.4,3.3,5.6,8.0,16.4,21.0,11.0,19.4,6.1,3.7,4.0
269,98275,376,20994,8047.0,2.4,1.1,3.6,5.1,7.3,16.1,14.9,23.8,11.8,13.9,7.0
270,98640,38,3942,1877.0,10.6,8.4,25.0,7.6,20.2,12.6,7.2,7.9,0.0,0.5,0.0
271,98632,181,48512,19585.0,9.8,6.2,15.5,11.4,14.6,17.2,10.5,9.8,3.1,1.9,4.0
272,98284,108,25940,9141.0,7.3,3.8,8.1,9.5,16.5,18.1,14.9,15.3,5.0,1.4,0.0
273,98282,207,15968,6481.0,3.5,2.6,6.1,7.5,12.3,19.4,19.4,16.8,5.9,6.4,4.0
274,99218,40,16255,5956.0,7.8,5.1,13.3,16.0,10.4,17.4,13.8,10.0,3.5,2.5,3.0
275,98292,179,21766,8299.0,5.5,3.4,6.1,8.2,11.0,16.8,16.7,19.3,7.3,5.8,0.0
276,98092,414,43156,15488.0,3.2,1.3,5.5,6.5,13.7,19.4,15.2,19.2,8.8,7.0,7.0
277,98612,19,2676,1129.0,4.2,6.7,10.3,10.1,19.1,25.6,6.4,15.3,0.4,1.9,2.0
278,99205,79,43031,17769.0,7.2,5.2,11.8,12.9,16.8,21.6,14.4,8.0,1.2,0.8,14.0
279,98294,62,6659,2679.0,11.3,1.9,8.0,8.2,7.9,27.0,18.5,13.0,2.2,2.1,2.0
280,98418,43,9822,3685.0,11.4,7.3,11.7,7.3,14.4,17.8,17.4,8.2,3.7,0.8,0.0
281,98444,95,34771,12772.0,8.8,7.6,13.0,13.4,19.9,18.9,8.5,7.5,1.8,0.6,3.0
282,98409,157,23411,9466.0,8.5,5.2,11.2,11.8,15.0,23.3,11.5,11.7,1.5,0.3,35.0
283,98006,873,37819,13378.0,2.8,0.4,3.6,4.6,7.7,10.7,12.1,19.9,14.8,23.5,14.0
284,98052,1073,63724,25255.0,3.4,2.2,3.6,3.9,6.4,13.2,12.2,22.1,13.6,19.4,62.0
285,98087,353,36649,12725.0,3.7,2.9,5.8,7.5,13.1,21.3,16.1,18.1,7.6,4.0,12.0
286,98070,357,9844,4635.0,3.2,3.8,10.6,7.1,16.7,12.9,8.7,18.6,9.5,9.0,2.0
287,98075,781,23413,7470.0,1.5,1.1,1.8,1.9,3.6,6.8,8.1,21.2,17.3,36.8,10.0
288,98055,295,22906,9133.0,3.4,3.5,7.2,8.5,14.2,21.5,16.6,14.4,5.6,5.2,21.0
289,99362,169,41752,15165.0,9.1,6.1,10.4,11.1,14.3,19.8,12.1,9.3,4.2,3.5,27.0
290,99349,7,8842,1823.0,3.4,1.8,4.1,21.2,14.0,30.1,15.6,8.7,0.0,1.0,0.0
291,98074,857,27184,8913.0,2.0,1.0,1.5,2.7,2.9,6.7,7.0,23.6,20.4,32.3,6.0
292,99352,284,29963,11782.0,4.8,3.1,9.2,6.1,11.6,15.1,11.9,18.9,9.2,10.0,16.0
293,98005,655,18059,7520.0,3.2,3.2,4.1,4.3,8.4,14.7,14.3,19.8,10.6,17.5,102.0
294,98004,918,33124,15598.0,4.3,2.7,4.6,5.2,6.4,10.6,9.4,21.0,12.6,23.4,246.0
295,98059,692,37217,13408.0,2.7,1.4,4.4,5.8,9.0,15.4,13.1,23.2,12.6,12.3,3.0
296,98065,481,14642,4703.0,0.5,0.6,1.6,2.0,4.5,7.1,18.7,26.0,19.6,19.3,22.0
297,98053,771,21809,8043.0,2.3,0.9,3.1,3.7,6.5,12.0,8.8,23.1,13.8,25.8,4.0
298,98056,540,35140,13830.0,4.4,3.0,6.6,6.8,12.2,16.6,13.7,18.8,7.8,10.1,55.0
299,98038,510,34932,12084.0,2.2,1.7,3.7,3.3,7.5,17.1,16.5,25.9,11.4,10.7,2.0
300,99338,159,14698,4843.0,2.2,0.9,4.7,4.6,9.6,13.0,16.1,25.6,15.3,8.1,8.0
301,98023,384,50333,17681.0,2.7,2.5,6.8,7.7,12.3,18.8,14.7,21.5,7.1,5.9,2.0
302,99208,223,52316,20204.0,5.4,5.3,11.1,10.4,11.8,18.5,12.3,15.3,6.4,3.6,2.0
303,98021,601,29885,10334.0,3.5,1.5,3.8,4.0,7.2,14.6,12.3,23.4,14.0,15.7,8.0
304,98024,164,6220,2118.0,2.3,0.7,3.2,5.7,6.8,6.8,18.0,21.5,14.9,20.1,1.0
305,98020,462,19996,8530.0,4.8,2.4,4.7,8.2,9.0,15.4,10.8,16.5,10.5,17.6,8.0
306,99224,142,21048,8329.0,7.2,3.0,9.4,10.3,14.5,16.5,14.5,13.9,5.5,5.2,42.0
307,99301,220,76388,22467.0,5.8,5.1,8.4,9.1,13.1,22.3,15.9,13.7,3.7,2.9,7.0
308,98019,324,11272,4098.0,3.7,2.2,5.1,3.3,7.5,11.6,13.0,21.0,18.0,14.6,0.0
309,98028,513,21791,8227.0,4.8,2.1,5.1,3.9,9.0,14.3,14.7,22.2,11.9,11.9,12.0
310,98029,706,26486,10547.0,4.0,2.0,3.0,5.3,7.7,11.8,13.9,21.0,11.6,19.7,30.0
311,98007,505,27050,10639.0,6.8,3.4,5.8,3.7,8.6,16.9,12.1,21.0,9.8,11.8,19.0
312,98031,348,36990,12382.0,3.7,4.2,6.7,6.6,13.3,19.1,13.3,19.4,8.4,5.4,3.0
313,98012,862,58206,21330.0,2.4,1.8,4.6,4.9,10.0,16.0,17.4,23.1,11.7,8.1,2.0
314,98033,915,37629,15883.0,3.7,1.1,4.7,3.8,7.8,11.7,11.7,22.6,13.3,19.6,39.0
315,98034,808,42665,17194.0,3.7,3.0,4.0,6.3,11.6,14.6,13.7,22.6,10.7,9.9,25.0
316,98036,475,38536,14215.0,5.0,3.9,9.6,6.9,11.7,17.4,12.2,16.1,11.0,6.3,38.0
317,98037,258,28359,10326.0,5.3,2.9,9.1,7.7,14.4,19.1,13.2,17.5,7.4,3.3,24.0
318,98011,519,31674,12820.0,3.9,2.3,5.9,7.2,10.4,16.4,13.1,20.2,10.2,10.4,46.0
319,98039,239,3169,1141.0,4.3,0.4,4.2,1.1,7.2,8.5,3.8,13.2,10.1,47.2,0.0
320,98040,922,24467,9820.0,4.7,1.6,4.3,4.0,4.7,9.2,9.4,18.4,11.9,31.7,29.0
321,98008,676,24763,9038.0,2.4,2.6,4.4,6.8,11.5,14.9,14.4,16.7,10.3,16.0,15.0
322,98042,443,45860,16059.0,2.4,1.4,3.1,5.6,8.4,17.2,17.5,25.9,9.8,8.8,14.0
323,98032,234,36414,13567.0,6.9,4.6,11.3,13.2,14.6,20.2,10.7,10.3,5.7,2.6,20.0
324,98022,153,21908,8474.0,4.2,3.3,8.7,9.1,12.5,16.8,11.5,19.4,9.1,5.4,2.0
325,98208,449,56922,20028.0,3.7,2.2,6.2,7.2,11.3,17.0,18.9,20.9,8.4,4.3,13.0
326,98103,828,49364,23311.0,3.6,2.1,4.6,5.9,11.2,18.1,11.4,19.8,10.4,12.8,17.0
327,98577,21,6752,2713.0,7.4,5.7,15.0,14.6,17.2,17.4,10.4,9.7,2.2,0.5,0.0
328,98580,90,11046,3974.0,7.0,2.2,10.3,9.3,9.4,25.0,11.3,15.1,7.3,3.1,0.0
329,98329,121,10682,3818.0,1.5,4.4,5.8,9.1,13.2,20.0,16.1,15.8,8.3,5.7,0.0
330,98321,120,15144,5082.0,3.1,2.6,6.1,7.6,9.1,17.3,17.0,22.6,10.9,3.7,0.0
331,98310,130,20499,8682.0,7.0,5.0,11.1,9.8,15.3,23.0,14.0,10.0,3.7,1.1,2.0
332,98606,144,9015,3060.0,3.6,2.3,4.4,3.3,10.9,22.3,16.4,18.0,10.0,8.7,0.0
333,98607,532,30963,10543.0,2.4,1.2,4.8,6.6,9.0,15.7,15.0,25.0,10.0,10.3,15.0
334,98296,449,29124,9689.0,3.5,0.9,4.3,2.6,4.3,10.2,19.8,23.6,15.4,15.4,2.0
335,98290,385,34218,12431.0,3.6,3.0,6.1,6.2,9.9,17.3,14.4,21.5,9.4,8.6,11.0
336,98277,230,37932,15647.0,8.3,3.3,8.1,10.5,16.0,20.6,13.9,13.1,3.9,2.2,4.0
337,98273,160,29994,10591.0,7.8,5.0,10.7,10.1,14.2,20.3,13.6,11.9,4.2,2.2,24.0
338,98272,272,29539,8855.0,3.3,2.0,6.4,5.1,10.4,19.1,16.2,22.8,8.5,6.2,18.0
339,98642,326,17519,6291.0,2.4,2.5,4.1,6.9,9.4,17.9,15.2,21.5,8.2,11.9,35.0
340,98260,133,5600,2591.0,6.0,4.7,5.3,7.7,13.0,21.3,12.6,18.8,6.2,4.4,6.0
341,98258,438,32370,11052.0,4.2,1.5,3.5,5.4,9.7,18.6,18.2,24.9,9.4,4.7,9.0
342,98356,8,2173,920.0,9.8,5.4,12.7,21.3,15.5,22.9,7.7,4.6,0.0,0.0,1.0
343,98257,49,3828,1739.0,5.7,4.7,9.7,8.1,15.6,24.7,10.8,13.3,4.6,2.9,2.0
344,98367,286,28520,10366.0,4.4,2.6,5.4,7.5,11.8,19.4,18.6,19.4,8.2,2.8,0.0
345,98370,356,29480,11448.0,3.2,3.2,7.3,8.1,11.5,18.3,14.4,22.0,7.0,5.0,14.0
346,98408,68,19585,7072.0,8.0,3.6,12.2,10.1,14.5,22.0,12.9,11.4,2.3,2.8,3.0
347,98406,231,23034,9553.0,6.1,3.9,9.5,7.1,11.7,17.5,16.4,17.2,6.6,3.9,4.0
348,98466,279,27103,11174.0,5.1,4.5,9.8,11.9,13.3,19.5,12.6,13.1,5.2,5.2,6.0
349,98501,566,41415,16957.0,5.6,3.0,9.3,7.2,12.0,18.0,16.1,17.5,5.4,6.0,41.0
350,98502,436,31492,13045.0,9.7,3.8,8.5,7.0,12.6,14.6,13.4,17.7,5.2,7.4,26.0
351,98503,283,37678,14930.0,5.9,2.8,7.9,11.8,15.1,22.6,16.0,13.7,3.2,1.1,24.0
352,98403,108,7758,4299.0,8.3,5.7,7.0,10.4,14.1,20.1,8.4,13.9,6.1,5.9,8.0
353,98512,253,29666,11600.0,4.7,3.7,7.8,5.9,12.2,21.1,18.0,15.8,7.8,3.0,14.0
354,98513,289,34174,12379.0,4.4,2.3,5.0,7.0,13.1,23.5,17.1,18.1,6.2,3.2,4.0
355,98516,318,22697,8714.0,5.1,3.8,4.1,7.2,10.9,23.1,14.8,18.0,7.5,5.5,21.0
356,98402,95,6023,3355.0,19.4,9.5,10.3,7.3,9.3,17.0,10.1,12.0,3.8,1.3,39.0
357,98391,485,48861,16231.0,2.5,1.6,4.2,4.4,9.7,18.5,16.4,25.2,10.4,7.2,2.0
358,98388,99,6556,2520.0,5.5,2.9,5.2,8.0,11.9,20.8,13.5,18.4,6.0,7.9,1.0
359,98387,196,45428,15221.0,4.3,3.5,5.6,7.9,13.9,26.8,15.9,16.3,4.0,1.9,2.0
360,98373,184,22885,8550.0,3.0,2.6,6.9,10.0,15.9,21.3,15.6,14.0,6.6,4.0,6.0
361,98368,286,15478,7159.0,7.7,7.6,10.4,11.2,13.9,16.6,14.4,10.5,3.5,4.3,15.0
362,98250,184,7683,3536.0,4.6,4.0,7.7,8.9,13.0,20.0,15.5,14.3,5.0,7.0,11.0
363,98249,84,4146,1920.0,3.5,6.2,10.1,8.4,16.7,18.5,10.0,16.4,4.6,5.6,4.0
364,98662,229,32457,12007.0,4.4,2.6,11.0,10.3,15.7,22.3,14.0,14.0,3.7,2.1,26.0
365,98122,631,35445,17119.0,6.4,5.3,7.5,8.0,12.1,16.0,10.8,16.1,6.4,11.4,34.0
366,98121,413,14678,10066.0,9.7,6.3,6.5,5.7,7.3,9.5,14.7,17.6,8.2,14.4,134.0
367,98119,485,24567,11911.0,4.4,3.4,5.5,5.5,12.2,16.5,13.2,14.8,7.1,17.4,7.0
368,98118,589,44686,16039.0,10.4,5.1,7.6,9.3,10.3,17.0,12.6,14.7,7.1,5.9,6.0
369,98117,732,32682,14039.0,2.7,2.7,5.0,5.3,7.8,16.0,12.7,22.1,12.3,13.5,9.0
370,98116,568,25234,11860.0,3.5,1.5,6.2,7.6,11.2,13.8,11.4,17.5,14.9,12.4,2.0
371,98115,898,50258,21330.0,4.9,2.1,5.1,5.9,9.1,13.2,10.8,19.7,11.4,17.8,9.0
372,98112,773,23082,10645.0,4.6,1.3,3.0,5.2,8.3,12.1,9.8,17.6,11.3,26.8,2.0
373,98110,756,23576,9655.0,3.8,3.4,5.6,5.1,7.7,12.3,9.9,21.5,11.7,18.9,10.0
374,98109,514,25906,14729.0,4.3,0.2,3.6,5.4,9.7,15.6,17.4,21.2,12.1,10.6,190.0
375,98108,290,24351,8336.0,8.8,5.2,10.0,10.2,13.1,16.6,10.4,15.2,6.2,4.3,14.0
376,98107,552,24179,12429.0,3.9,2.7,4.5,7.2,7.9,17.5,16.5,21.3,7.4,11.1,30.0
377,98106,345,25846,10454.0,6.6,5.5,8.5,10.3,15.5,16.3,11.6,15.6,6.3,3.6,5.0
378,98105,659,46514,15779.0,20.2,5.1,7.4,6.7,9.5,12.6,8.0,10.6,6.6,13.3,52.0
379,99019,96,10594,4149.0,6.6,1.1,6.4,5.6,15.1,18.2,11.5,14.7,10.3,10.4,11.0
380,98125,630,39692,18188.0,7.7,4.4,10.6,7.4,12.1,17.8,11.1,13.5,8.0,7.4,35.0
381,98136,374,16090,7223.0,2.9,0.9,5.7,7.5,8.1,14.5,9.7,24.0,11.3,15.4,5.0
382,98144,581,30090,12594.0,9.7,4.9,8.0,8.3,10.1,15.9,11.7,14.0,8.6,8.9,6.0
383,98901,51,32349,9918.0,11.2,6.5,15.3,13.9,18.3,14.6,9.6,6.9,1.7,2.0,25.0
384,98245,112,3854,1892.0,6.1,6.7,14.9,12.0,14.0,14.5,12.2,10.7,3.2,5.8,3.0
385,98682,421,56211,18565.0,3.2,2.8,7.6,9.7,13.7,21.8,18.4,16.1,4.5,2.2,1.0
386,98229,410,30812,12187.0,4.8,4.4,9.2,11.0,11.8,19.9,12.8,13.8,7.3,4.9,5.0
387,98226,360,41740,16294.0,7.1,5.1,10.9,8.1,11.5,19.4,15.8,13.5,5.5,3.2,32.0
388,98225,404,49240,19623.0,12.3,6.2,13.9,12.2,12.5,17.1,9.8,9.1,4.0,2.8,28.0
389,98223,247,41489,15093.0,5.2,3.1,6.6,7.3,10.6,18.3,16.8,20.9,7.5,3.6,28.0
390,98221,354,20860,9142.0,5.4,3.9,9.2,8.6,12.8,18.4,14.1,15.0,6.0,6.5,12.0
391,98101,349,12044,8213.0,11.7,6.7,10.4,6.6,7.8,10.9,11.5,13.8,8.2,12.4,167.0
392,98422,284,20876,7510.0,3.0,1.7,3.8,5.2,9.3,19.7,15.9,22.2,10.3,8.9,3.0
393,98201,206,28437,12631.0,12.0,6.1,12.8,8.3,13.9,17.7,12.6,11.2,2.9,2.4,28.0
394,98199,596,21017,9267.0,1.7,1.1,5.1,5.1,11.7,14.9,13.0,14.4,13.8,19.2,4.0
395,98198,231,36768,13382.0,4.8,3.6,8.1,10.0,16.0,21.3,13.9,13.7,4.3,4.3,14.0
396,98848,30,12234,3562.0,3.5,2.7,14.3,10.5,15.8,27.4,14.4,8.0,2.5,1.0,5.0
397,98177,599,19925,7951.0,3.7,2.4,4.1,6.8,7.4,15.7,11.6,19.4,11.7,17.3,0.0
398,98168,219,32605,11472.0,6.2,5.0,10.3,10.9,17.0,19.6,11.2,13.1,5.1,1.4,8.0
399,98166,336,21018,8372.0,4.6,4.0,6.6,8.8,13.1,17.2,13.4,12.9,9.8,9.5,13.0
400,98837,104,41130,14339.0,7.4,4.7,12.0,11.8,15.3,18.8,13.2,9.7,5.0,2.1,18.0
401,98001,315,31664,10871.0,4.6,2.6,4.8,7.0,11.2,20.8,18.2,18.9,6.8,5.1,29.0
